C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_27_946.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_27_946.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_27_946.jpg,0,0,0,2.129092E-05
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_28_053.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_28_053.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_28_053.jpg,0,0,0,4.165842E-06
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_28_179.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_28_179.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_28_179.jpg,0,0,0,1.39396E-05
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_28_302.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_28_302.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_28_302.jpg,0,0,0,9.232027E-07
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_28_375.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_28_375.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_28_375.jpg,0,0,0,1.832948E-05
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_28_499.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_28_499.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_28_499.jpg,0,0,0,5.254599E-06
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_28_621.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_28_621.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_28_621.jpg,0,0,0,8.401186E-06
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_28_745.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_28_745.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_28_745.jpg,0,0,0,6.117693E-06
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_28_865.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_28_865.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_28_865.jpg,0,0,0,5.038757E-06
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_28_980.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_28_980.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_28_980.jpg,0,0,0,3.434349E-06
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_29_113.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_29_113.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_29_113.jpg,0,0,0,1.12467E-05
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_29_223.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_29_223.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_29_223.jpg,0,0,0,1.141349E-05
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_29_345.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_29_345.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_29_345.jpg,0,0,0,8.713838E-06
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_29_468.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_29_468.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_29_468.jpg,0,0,0,1.418542E-05
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_29_604.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_29_604.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_29_604.jpg,0,0,0,1.174421E-05
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_29_730.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_29_730.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_29_730.jpg,0,0,0,1.227753E-05
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_29_851.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_29_851.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_29_851.jpg,0,0,0,1.553257E-05
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_29_978.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_29_978.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_29_978.jpg,0,0,0,1.517197E-05
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_30_102.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_30_102.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_30_102.jpg,0,0,0,5.093995E-07
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_30_211.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_30_211.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_30_211.jpg,0,0,0,2.272596E-06
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_30_280.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_30_280.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_30_280.jpg,0,0,0,2.132366E-05
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_30_408.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_30_408.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_30_408.jpg,0,0,0,1.616648E-05
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_30_529.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_30_529.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_30_529.jpg,0,0,0,1.34804E-06
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_30_676.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_30_676.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_30_676.jpg,0,0.4403679,0,0.6181848
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_30_793.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_30_793.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_30_793.jpg,0,0.731268,0,1.425018
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_30_891.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_30_891.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_30_891.jpg,0,1,0,2.523513
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_30_955.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_30_955.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_30_955.jpg,0,1,0,3.460409
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_31_085.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_31_085.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_31_085.jpg,0,1,0,4.865819
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_31_194.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_31_194.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_31_194.jpg,0,1,0,6.253281
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_31_271.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_31_271.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_31_271.jpg,0,1,0,6.940957
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_31_381.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_31_381.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_31_381.jpg,0,1,0,8.304317
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_31_510.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_31_510.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_31_510.jpg,0,1,0,9.651772
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_31_629.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_31_629.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_31_629.jpg,0,1,0,10.98336
C:\Users\A113\Desktop\self driving\IMG\center_2025_07_21_09_29_31_779.jpg,C:\Users\A113\Desktop\self driving\IMG\left_2025_07_21_09_29_31_779.jpg,C:\Users\A113\Desktop\self driving\IMG\right_2025_07_21_09_29_31_779.jpg,0,0.7887493,0,12.37828
